,Pub Date,Headline+abstract,predicted
1794,2017-10-20,An Apple Pie That Lasts for Days : How to make a supersize apple pie that will survive more than one sitting.,1.0
1805,2017-10-25,"How to Free Space on Your Mac, One Way or Another : Newer versions of the Mac operating system have handy tools for managing your file storage, but you can also clean out your computer manually.",1.0
1806,2017-10-25,"Can Washington Stop Big Tech Companies? Don’t Bet on It : Why the government seems paralyzed in the face of the power and influence of companies like Apple, Google and Microsoft.",0.0
1803,2017-10-30,"The iPhone X Arrives Friday. Here’s What You Need to Know. : Unlike past models, Apple’s first premium iPhone will probably be particularly hard to get — and it might not even be right for you.",1.0
1809,2017-10-30,"Baseball, Hot Dogs and Apple Pie. Washed Down With Champagne. : Over the decades, baseball has developed a peculiar cycle after teams advance in the playoffs: win, celebrate, clean up, repeat.",1.0
1810,2017-10-30,"As Apple and Facebook Chiefs Visit, Xi Jinping Vows Deeper Reform : Newly elevated to Mao-like status, China’s president held court before wealthy and influential executives from his country and the United States.",1.0
1822,2017-11-02,"Apple Report Expects New iPhones to Jump-Start Growth : Apple posted strong revenue and profit increases and, buoyed by a slate of new iPhones, including the $999 iPhone X, forecast that growth would continue.",2.0
1828,2017-11-03,"How One School District Chose Its Laptops : The district's hardware evaluations for HP, Dell, Apple and Lenovo devices. The winning device: HP.",1.0
1821,2017-11-06,"After a Tax Crackdown, Apple Found a New Shelter for Its Profits : The tech giant has found a tax haven in the island of Jersey, leaving billions of dollars untouched by the United States, leaked documents reveal.",0.0
1823,2017-11-07,"Review: The Big Apple Circus Is Ripe for Another Bite : A year after filing for bankruptcy, a beloved cultural institution returns to Lincoln Center.",1.0
1820,2017-11-08,Apple Lands New Reese Witherspoon and Jennifer Aniston TV Show : The untitled drama centered on a morning TV show is the tech giant’s second play against traditional networks and Netflix.,1.0
1824,2017-11-08,"Why Texas Shooting Could Draw Apple Back Into Security Debate : That man who killed 26 people had an iPhone and the authorities want to gain access to it. But as in an earlier case, it is locked with a password.",1.0
1819,2017-11-09,"Will Qualcomm Agree to a Deal With Broadcom? Ask Apple : If Apple chooses to settle its lawsuit against Qualcomm, it could preserve the company’s independence from Broadcom.",1.0
1833,2017-11-12,Can You Draw the Starbucks Logo Without Cheating? Probably Not. : Many participants in a recent study failed to recreate famous logos from brands like Apple and Starbucks. But some experts say that shouldn’t worry companies.,1.0
1837,2017-11-15,"The Best iPhone XS, XS Max, XR, and X Cases : The iPhone XS, XS Max, XR, and X are some of Apple’s most expensive phones ever, and they're expensive to repair. Thanks to a design that uses glass for the entire front and back, they’re also perhaps the most breakable, so we recommend using a case that will help protect your phone against scratches, dents,...",1.0
1830,2017-11-17,"Taking Control of the Control Center : Apple has moved some things around in the iOS 11 Control Center, but you can also make changes of your own.",1.0
1829,2017-11-17,"Apple Postpones Release of HomePod Speaker : Apple had said its HomePod speaker, a response to Amazon’s Echo, would debut this year. Now it won’t be released till early next year.",0.0
1839,2017-11-21,"Skype Vanishes From App Stores in China, Including Apple’s : The app still functions in China, but its fate there is unclear as the government moves against foreign-run tools for online communication.",0.0
1843,2017-11-27,"New Apple Stuff and You : The Apple Watch and a new MacBook were the highlights of Apple’s March 2015 press event. We <a href=""https://www.nytimes.com/wirecutter/2015/03/new-apple-stuff-and-you/"">took a closer look</a> at both to give you some context if you’re thinking of pre-ordering.",1.0
1851,2017-12-01,A Story With an Apple : The return of Lily Silverstein.,1.0
1858,2017-12-06,"Listen to ‘The Daily’: Jerusalem, and the Weinstein Machine : Why President Trump might be risking hopes of an Israeli-Palestinian deal. Also, how Harvey Weinstein used his connections to cover up misconduct accusations.",1.0
1849,2017-12-08,"Apple Said to Be Acquiring Shazam, the Song Identifying App : The app, which can identify a song just by hearing a few seconds of it, has lost some of its shine but is still used by “hundreds of millions of people.”",2.0
1861,2017-12-13,"Website Helps Movie and TV Fans Keep Track of Hollywood’s ‘Rotten Apples’ : Rotten Apples, a new searchable database, aims to help users quickly discover which films or television shows are linked to those facing sexual misconduct allegations.",1.0
1868,2017-12-14,"Apple Watch Bands We Like : Apple offers a slew of great bands for the Apple Watch, but many other companies do as well—often for much lower prices. We searched through hundreds of third-party Apple Watch bands and tried 45 for ourselves, with help from watch experts and our discerning staff. A watch band is a personal style choice, and there’s...",1.0
1860,2017-12-15,"Apple Adds Another Show to Its Growing Streaming Stable : With competition among streaming services growing, the tech giant added an untitled space drama from an executive producer of the rebooted “Battlestar Galactica.”",1.0
1859,2017-12-20,Apple Provides Hedge Against Tech Backlash : Authorities worldwide are stepping up action against technology giants. Apple is likely to avoid the worst of the blowback.,2.0
1872,2017-12-21,"Is Apple Slowing Down Old iPhones? Questions and Answers : Brian X. Chen, the lead consumer technology writer for The New York Times, discusses the latest Apple statement, which has fueled controversy about planned obsolescence.",1.0
1873,2017-12-21,"Apple Is the Most Valuable Public Company Ever. But How Much of a Record Is That? : Its market capitalization is now worth more than the entire G.D.P. of Turkey, and last month, when adjusting for inflation, pushed past Microsoft’s high point set during the height of the dotcom boom.",2.0
1870,2017-12-26,"Freed From the iPhone, the Apple Watch Finds a Medical Purpose : A wave of new medical accessories are connecting to the Apple Watch so that people can manage their health from their wrist. It’s a leap forward in the utility of wearable devices.",2.0
1874,2017-12-26,"How Big Tech Is Going After Your Health Care : Apple, Google, Microsoft and other giants are accelerating their efforts to remake health care with new tracking apps, sensors and other tools.",1.0
1876,2017-12-26,All the New Gestures You’re About to Learn on the iPhone X : What to do without that home button.,1.0
1871,2017-12-27,"When Picking Apples on a Farm With 5,000 Rules, Watch Out for the Ladders : Produce growers represent a textbook example of what businesses describe as regulatory fatigue. President Trump is tapping into the discontent.",1.0
1869,2017-12-29,"Accused of Slowing Old iPhones, Apple Offers Battery Discounts : In an apologetic statement, the company said it would cut the price of iPhone battery replacements by $50 for anyone with an iPhone 6 or later.",0.0
1890,2018-01-02,"A Cleansing Juice Recipe, From the Missoni Family : Margherita Missoni Amos on the simple, stomach-calming tonic that's been passed down for generations. ",1.0
1884,2018-01-08,Apple Investors Warn iPhones and Other Technology May Be Hurting Children : Two major shareholders argued that Apple should head off a potential reckoning by proactively helping parents limit how children use the company’s technology.,0.0
1888,2018-01-08,"With Apple, the Tech Reckoning Gains Momentum: DealBook Briefing : The push by two investors to have Apple give parents better controls over their children’s iPhones highlights the increasing backlash against tech companies.",0.0
1889,2018-01-08,Finding the Perfect Part of a Live Photo : You can edit Apple’s Live Photos and pick a new favorite frame in the sequence as the “key” image.,1.0
1881,2018-01-09,"Tech Backlash Grows as Investors Press Apple to Act on Children’s Use : Apple should give parents more tools to curb technology use by children and study the health effects of excessive screen time, two big funds said.",0.0
1882,2018-01-09,Tech Backlash Catches Up to Apple : The push by two investment funds to have Apple give parents better controls over their children’s iPhones shows Silicon Valley has lost its exalted status.,0.0
1883,2018-01-10,"India Extends Hand to Apple and Others by Easing Rules on Foreign Firms : The government said foreign-owned, single-brand retailers would get more time to meet its requirements to sell products made by Indians.",2.0
1898,2018-01-12,Stampede of Tech Giants Gives Rebalancing New Appeal : The breakaway climb of growth stocks has unbalanced many investor portfolios. Is it time to trim tech and tilt back to value?,1.0
1899,2018-01-17,Apple’s Big Plans: DealBook Briefing : The iPhone maker plans to make a $350 billion contribution to the American economy over the next five years as it capitalizes on the new tax law.,2.0
1892,2018-01-17,"It’s Time for Apple to Build a Less Addictive iPhone : Apple gave us the modern smartphone. Now, it can create a new take on the device by encouraging us to use it more deliberately — and a lot less.",0.0
1891,2018-01-17,"Apple, Capitalizing on New Tax Law, Plans to Bring Billions in Cash Back to U.S. : Less than four weeks after President Trump signed a new tax bill, Apple plans to repatriate the vast majority of its $252 billion in cash held abroad.",2.0
1900,2018-01-18,"Donald Trump, North Korea, Apple: Your Thursday Briefing : Here’s what you need to know to start your day.",1.0
1893,2018-01-19,"Farhad’s Week in Tech: Big Tech Is Pouring Love on America. Thank Trump? : In this week’s tech newsletter, we look at Amazon’s and Apple’s plans to invest in the United States, plus the collapse in cryptocurrencies.",2.0
1908,2018-01-22,Managing an iPad’s Battery Use : Apple says its tablets did not get the same “power management” software that slowed down many iPhone models so iPads do not get the battery discount.,1.0
1910,2018-01-24,E.U. Fines Qualcomm $1.2 Billion Over Apple Deal : Regulators said the giant American chip maker had offered financial incentives to ensure manufacturers bought equipment solely from the company.,0.0
1907,2018-01-24,"The #MeToo Movement Hits the Circus: ‘Grandma’ the Clown Resigns : Barry Lubin, the revered star of the Big Apple Circus, admitted that he pressured a 16-year-old aerialist into posing for pornographic photos.",0.0
1901,2018-01-24,Apple Can’t Resist Playing by China’s Rules : The company will be taking part in the suppression of freedoms abroad while espousing high-minded values at home.,0.0
1904,2018-01-24,"Apple, in Sign of Health Ambitions, Adds Medical Records Feature for iPhone : A new feature on the iPhone Health app will allow users to automatically download blood test results and other data from their health care providers.",1.0
1903,2018-01-25,"Apple Goes Deeper Into La La Land With Damien Chazelle Project : As part of its plan to spend more than $1 billion on original programming, it strikes a deal with the Oscar-winning writer and director.",2.0
1902,2018-01-26,"Farhad’s Week in Tech: Netflix Is a Monster, and Apple’s HomePod Arrives Soon : In this week’s tech newsletter, a look at Netflix’s huge earnings, Democrats splitting with Silicon Valley and Apple’s new speaker.",1.0
1905,2018-01-27,"Reese Witherspoon’s Second Act: Big-Time Producer : From Oscar-winning actress to Emmy-winning producer: After taking charge of her career, she makes deals with HBO and Apple.",2.0
1911,2018-01-31,"Your iPhone Slowed Down. Here’s What to Do When the Solution Is Just as Slow. : Apple has offered to replace the batteries of iPhones that have slowed down. But people are facing long waits for new batteries, so we came up with some alternatives.",1.0
1913,2018-01-31,"A ‘Gadget Junkie,’ Wearing His Tech and Covering Deals : Andrew Ross Sorkin, DealBook columnist and all-day wearer of AirPods headphones, talks about the technology he uses for work and in his life.",1.0
1916,2018-01-31,"After Era That Made It a Verb, Xerox, in a Sale, Is Past Tense : The American company pioneered office copy machines and the graphic interface used by today’s computers. It will combine operations with Fujifilm.",1.0
1926,2018-02-01,"Apple, Alphabet, Amazon Reported Results. Here’s How They Fared: DealBook Briefing : Apple reported record profit and sales, Amazon easily beat expectations, and Google-parent Alphabet posted a loss because of the new tax law.",2.0
1922,2018-02-02,Amazon and Apple Gush Over Holiday Sales : The tech giants singled out booming results from their devices in their quarterly financial results.,2.0
1925,2018-02-06,"What I Learned from Watching My iPad’s Slow Death : Nothing reveals the curious disposability of consumer technology more than this feeble, aging device.",0.0
1923,2018-02-06,"Apple’s HomePod Has Arrived. Don’t Rush to Buy It. : It couldn’t hail an Uber, answer a cooking question or learn music preferences. Here’s why it may not be the right time to buy Apple’s new smart speaker.",0.0
1921,2018-02-06,"Thawing a Frozen Apple TV App : If a tvOS app stops working on your Apple TV, you can force it to quit without having to reboot the set-top box.",1.0
1924,2018-02-09,"Farhad’s Week in Tech: HomePod Whiffs, but Elon Musk Does Not : In this week’s tech newsletter, a look at Apple’s new smart speaker, the Waymo vs. Uber trial and a billionaire’s rocket (plus his cherry red convertible).",1.0
1932,2018-02-14,"Apple’s HomePod Is a Good Smart Speaker. But the Mini Is Better for Most People. : The Apple HomePod is back. Nearly two years after discontinuing the original HomePod, Apple has resurrected the Siri-based smart speaker with minor improvements. Although the second-generation HomePod looks almost identical to the original, the formula was altered with some subtle design twists and new features, including temperature and humidity sensors, support for spatial audio, and...",1.0
1931,2018-02-15,"As the Streaming Wars Heat Up, Ryan Murphy Cashes In : The producer agreed to a $300 million Netflix deal months after Shonda Rhimes signed for $100 million and Apple and Amazon contributed to a manic market.",2.0
1946,2018-02-25,"Hulu Puts Up a Fight Against Netflix, Amazon and Apple : After “The Handmaid’s Tale” made it a player, Hulu has another ambitious show in “The Looming Tower.” But merger mania makes for a murky future.",0.0
1945,2018-02-26,"Will Buffett’s Bet on Apple Work Out?: DealBook Briefing : Warren Buffett’s annual letter showed that Berkshire Hathaway had substantially increased its stake in Apple. The wager has done pretty well, but will it continue to outperform?",1.0
1943,2018-02-26,"Claiming the Title of United States Marine : In his brutally honest memoir, “Eat the Apple,” Matt Young grapples with his experiences in the corps.",1.0
1953,2018-03-02,"A Marine’s Inventive Memoir : Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”",1.0
1952,2018-03-02,"A Marine’s Inventive Memoir : Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”",1.0
1951,2018-03-06,"An Oregon Mill Town Learns to Love Facebook and Apple : New “hyperscale” data centers from the tech giants, part of a wave of global development, helped lead Prineville to a path of recovery.",2.0
1961,2018-03-15,"With One Battle Over, a Bigger One Looms for Qualcomm: Apple : Resolving its fee dispute with Apple could raise Qualcomm’s share price above what it would have been under a Broadcom takeover, a major shareholder reasons.",2.0
1962,2018-03-16,"Qualcomm Needs a Mediator More Than a Buyer : The real key to increasing Qualcomm’s value is mending its rift with Apple, not coming up with a buyout.",0.0
1964,2018-03-20,"Connecting Hardware to an iPad : Apple’s tablet has a headphone jack and a Lightning port to plug in external devices, but you can also pair gadgets and sling files wirelessly.",1.0
1971,2018-03-22,Tapping Apples : Sounds from a trip to the supermarket.,1.0
1977,2018-03-24,"Everybody Needs a Bit of Sparkle : The Kardashians, Rosie Huntington Whiteley and Pat McGrath are fans of KiraKira+, the app that adds twinkling effects to iPhone photos and videos.",1.0
1973,2018-03-25,Apple Goes to Hollywood. Will Its Story Have a Happy Ending? : The company is making deals with Steven Spielberg and other big names. But can it avoid the fate of other tech giants who entered the entertainment business?,1.0
1974,2018-03-26,"Apple Unveils Education Product and S.U.V.s Take the Stage at New York Auto Show : Saudi officials to visit Wall Street this week, a report on Americans’ incomes and the New York auto show.",1.0
1979,2018-03-26,"Copy Here, Paste There : Apple’s hardware can share apps and services through an iCloud account, making it possible to copy text on an iPhone and paste it on a Mac.",1.0
1972,2018-03-27,Apple Unveils New iPad to Catch Google in the Classroom : Apple hopes a new $299 iPad for schools and other new software tools will help it catch Google in the hunt for students’ attention.,2.0
1987,2018-04-01,"They Tried to Boycott Facebook, Apple and Google. They Failed. : People are increasingly calling for boycotts of the big tech companies amid a backlash. The problem is that Facebook, Apple, Amazon and Google are nearly inescapable.",0.0
1986,2018-04-03,Apple Hires Google’s A.I. Chief : The iPhone maker is the most valuable company in the world. But many believe its artificial intelligence technology falls short of its rivals.,0.0
1989,2018-04-09,"How to Never Lose Your iPhone Headphone Adapter Again : If you’re sick of misplacing your iPhone’s headphone adapter, snag a package of thin hair ties. Just loop a tie around your Apple Adapter and then loop it again around your favorite headphones, and—voilà. https://www.youtube.com/watch?v=DfwxPP5fotY Yes, you could buy a fancier silicone tether to accomplish the same thing. But for way cheaper, you get a...",1.0
2002,2018-04-12,Editing RAW Images on an iPad : Photographers who want to leave the bulky laptop at home can edit and save images in the uncompressed RAW format right on Apple’s tablet.,1.0
1997,2018-04-17,Letter of Recommendation: Find My Friends : An app that really fosters intimacy — but only with those you know best.,1.0
2000,2018-04-17,"Is the Apple Watch LTE the Dumb Phone You’ve Been Waiting For? : If you’ve fantasized about getting rid of your smartphone, you are not alone. An entire genre of Internet writing is devoted to the experiment. Fed up with smartphone dependency, the writer tries a dumb phone (or no phone) for a week, increases their attention span and the number of in-person interactions they experience, then almost...",1.0
2001,2018-04-19,"Introducing ‘Caliphate,’ a New York Times Audio Series : The team behind “The Daily” presents a new podcast that follows Rukmini Callimachi to the front lines of the war against the Islamic State, and that seeks to understand the power and pull of its militants.",1.0
2006,2018-04-23,Apple’s Deal for Shazam Is Delayed in Europe Over Data Concerns : European authorities are testing the idea that data can give companies an unfair edge over rivals.,0.0
2007,2018-04-26,"Adding Fonts to an iPad : With a little help from an installer app, you can use new typefaces with certain programs on Apple’s tablet and other mobile devices.",1.0
2014,2018-04-29,"Closing Arguments in AT&T Trial, and Jobs Numbers Will Be Released : A crucial deadline will expire on Tuesday for six U.S. allies temporarily exempted from steel and aluminum trade tariffs. Apple and Tesla report earnings.",1.0
2024,2018-05-01,"Israel, Apple, North Korea: Your Wednesday Briefing : Here’s what you need to know to start your day.",1.0
2018,2018-05-02,"Apple Says It Will Buy Back $100 Billion in Stock : Powered by sales of its iPhone X, the tech giant reported another strong quarter and defied fears that consumers wouldn’t buy the pricey devices.",2.0
2016,2018-05-03,"Apple and the Fruits of Tax Cuts : What looks like a big giveaway to wealthy stockholders is, in fact, exactly that.",0.0
2022,2018-05-05,"Who Strikes Fear Into Silicon Valley? Margrethe Vestager, Europe’s Antitrust Enforcer : Ms. Vestager is the world’s most powerful regulator, having levied billions in fines against firms such as Apple, Google and Facebook.",0.0
2019,2018-05-05,Berkshire’s Annual Meeting: Buffett Approves of Apple’s Buyback Plan : Warren Buffett said he was “delighted” with Apple’s plan to repurchase $100 billion of its shares.,2.0
2025,2018-05-09,"Modern Love: The Podcast | When Eve and Eve Bit the Apple : This week, the “Disobedience” star Rachel Weisz tells the story of two women who must reconcile their love of God with their love for each other.",1.0
2020,2018-05-10,"Alexa and Siri Can Hear This Hidden Command. You Can’t. : Researchers can now send secret audio instructions undetectable to the human ear to Apple’s Siri, Amazon’s Alexa and Google’s Assistant.",0.0
2017,2018-05-10,"Goldman Sachs and Apple Plan to Offer a New Credit Card : As part of its consumer finance push, the Wall Street bank is teaming up with Apple to develop a new credit card that would bear the Apple Pay brand.",2.0
2039,2018-05-22,"How to Adjust Your Mac’s Spelling Controls : Like many modern operating systems, macOS has a built-in spell checker that you can use or lose.",1.0
2036,2018-05-23,"Apple, Spurned by Others, Signs Deal With Volkswagen for Driverless Cars : BMW and Mercedes-Benz rebuffed Apple’s overtures for a self-driving car partnership, according to people familiar with the talks.",0.0
2038,2018-05-29,"The Best Smartphones : There’s no one smartphone that is best for everyone, but we’ve spent hundreds of hours testing scores of phones so that you can find the best one for you. The phone you buy will depend on your budget, your wireless carrier, and which of the major smartphone platforms—Apple’s iOS or Google’s Android—you’re already invested in....",1.0
2046,2018-05-31,"Telegram App Says Apple Is Blocking Updates Over Dispute With Russia : The allegation undercuts the importance Apple has placed on privacy and encrypted communication, and highlights the gatekeeper role the company plays with its App Store.",0.0
2059,2018-06-03,"Apple Developers Gather and Trump Meets World Leaders : Tesla is most likely to face tough questions at its annual shareholder meeting, and new data is expected on people who work in the gig economy.",1.0
2064,2018-06-04,"The Things That Matter From Apple’s 2018 WWDC Keynote : Once again it’s June, and once again, Apple has previewed its autumn operating-system updates at its Worldwide Developers Conference (WWDC). The company announced new versions of iOS, watchOS, tvOS, and macOS, all with varying numbers of important features. A lot of the changes are improvements, but not all of the improvements are huge. Here’s what...",1.0
2062,2018-06-04,"Facebook Gave Device Makers Deep Access to Data on Users and Friends : The company formed data-sharing partnerships with Apple, Samsung and dozens of other device makers, raising new concerns about its privacy protections.",0.0
2065,2018-06-04,"Guatemala, North Korea, Apple: Your Monday Evening Briefing : Here’s what you need to know at the end of the day.",1.0
2057,2018-06-04,"Apple Shuns the Tech Industry’s Apology Tour : At the Apple developers’ conference, it was striking how company executives danced around the tech backlash.",1.0
2056,2018-06-04,Apple’s WWDC 2018 Live: Apple Still Wants to Be Different : Apple is using its five-day software conference to address two themes hovering over the tech industry: an erosion of privacy and smartphone addiction.,1.0
2058,2018-06-06,"Apple’s Market Value Should Cross $1 Trillion and Keep On Trucking : It has been a long time coming, but Apple could soon be worth $1 trillion — and counting.",2.0
2060,2018-06-08,"Kevin and Farhad’s Week in Tech: Did the ‘Techlash’ Matter? : In this week’s tech newsletter, our columnists wonder whether the backlash against tech has amounted to anything. Also, news from Apple’s big show.",1.0
2067,2018-06-13,"Apple to Close iPhone Security Hole That Law Enforcement Uses to Crack Devices : Apple is closing a technological loophole that let authorities hack into locked iPhones, infuriating law enforcement officials and reigniting a debate over security versus privacy.",0.0
2074,2018-06-14,"Coming Down From iCloud : Apple’s cloud service is intertwined with its operating systems, but you can move many of your files to a new online home.",1.0
2072,2018-06-14,"North Korea, World Cup, Apple: Your Thursday Briefing : Here’s what you need to know to start your day.",1.0
2066,2018-06-15,Apple and Oprah Winfrey Sign a Content Deal : The technology giant continued its foray into Hollywood by hiring one of the biggest names in television to create programs for streaming.,2.0
2073,2018-06-18,"Migrants, World Cup, Apple: Your Monday Evening Briefing : Here’s what you need to know at the end of the day.",1.0
2068,2018-06-18,"In China Trade War, Apple Worries It Will Be Collateral Damage : Caught in the trade fight between Washington and Beijing, Tim Cook, Apple’s chief executive, has become something of an envoy while trying to protect the company’s business in China.",0.0
2077,2018-06-21,"Apple Plans to Stream Children’s Shows From Sesame Workshop : With 15 series underway, the tech giant moves closer to its streaming future. On Monday, one of its scripted shows is scheduled to start filming.",1.0
2080,2018-06-22,"Locked Out of Your iPhone? Here’s What to Do : Apple includes plenty of security features to protect your data, but if you forget your passcode and can’t unlock the phone, you can still regain control.",1.0
2076,2018-06-27,"Apple and Samsung End Smartphone Patent Wars : The two tech giants settled a seven-year legal fight, concluding a series of battles over smartphone patents with little to show for them.",1.0
2091,2018-07-06,How to Free Up Space on Your Mac : Apple includes a few tools with macOS to help manage unnecessary files on your computer.,1.0
2090,2018-07-09,"The Best Tablets : After hundreds of hours of research and testing over the past seven years, we think Apple’s 9th-generation iPad is the best all-around tablet, with all the performance and features most people need for watching video, browsing the internet, and staying on top of email and social media feeds. But we also have recommendations for people...",1.0
2097,2018-07-11,I Used Apple’s New Controls to Limit a Teenager’s iPhone Time (and It Worked!) : Apple’s new parental controls cut a teenager’s iPhone use in half. It wasn’t as effective on our personal tech columnist.,2.0
2102,2018-07-12,"Pay Off Those I.O.U.s on the Go : Along with Apple Pay Cash, several apps and services make it easy to send and receive funds right on your phone, smartwatch or tablet.",1.0
2103,2018-07-16,"Chrome’s Glass Ceiling on an iPhone : Apple may prevent you from swapping out some of its own apps for your preferred defaults, but you can at least get your choices within easy reach.",1.0
2101,2018-07-18,"What Is Apple AirPlay 2? : If you own an Apple device or three, it’s a safe bet that you’ve used AirPlay. Apple’s proprietary streaming protocol lets you wirelessly send music and video from an iPhone or iPad to a compatible speaker, receiver, or Apple TV (it works much like Bluetooth, except you can send video too). As part of the...",1.0
2096,2018-07-19,"The Pursuit of $1 Trillion: Amazon Closes In on Apple : The race to surpass the symbolic market cap is Apple’s to lose, but Amazon is increasingly giving it some stiff competition.",2.0
2108,2018-07-25,"Picking an iPad as a Portable Photo Studio : Apple has a range of models in its tablet line, but you may not need the most expensive one to suit your image-editing needs.",1.0
2106,2018-07-29,"Apple Reports Earnings, and July’s Job Numbers Come Out : Tesla is also reporting earnings, but the attention will be on its production numbers. The Federal Reserve board meets, but it’s not expected to raise interest rates. ",1.0
2107,2018-07-30,How to Get a Weekly View in Apple’s Calendar : A few iOS apps show different screens when you rotate a phone to a horizontal position.,1.0
2116,2018-07-31,"Apple Could Soon Be Worth $1 Trillion as Profits Pour In : Profits rose by nearly a third in the latest quarter, Apple said, news that could soon make the tech giant the first public company worth more than $1 trillion.",2.0
2122,2018-08-01,Apple’s Stock Buybacks Continue to Break Records : The iPhone maker has repurchased almost $220 billion of its own stock since March 2012 — more than any other company.,2.0
2124,2018-08-01,How Apple’s March Toward $1 Trillion Could Cause It to Stumble : Raising the price of iPhones worked in this cycle. But next?,0.0
2121,2018-08-02,"Apple’s $1 Trillion Milestone Reflects Rise of Powerful Megacompanies : Apple is part of a group of giant companies that dominate the United States economy. That is good for financial markets, but not necessarily for everyone else.",2.0
2123,2018-08-02,"Apple Is Worth $1,000,000,000,000. Two Decades Ago, It Was Almost Bankrupt. : Steve Jobs said Apple was 90 days from bankruptcy in 1997. Now it is the first publicly traded American company to be worth $1 trillion.",2.0
2120,2018-08-03,"DealBook Briefing: The Trouble With a $1 Trillion Apple : Apple has become the first publicly traded American company to be worth $1,000,000,000,000. It’s not all good news.",0.0
2125,2018-08-06,"Alex Jones and Infowars Content Is Removed From Apple, Facebook and YouTube : Technology firms move to curb one of the loudest voices in conspiracy theories, fueling further debate over free speech online.",0.0
2119,2018-08-06,Why Apple Is the Future of Capitalism : The financial model pioneered by Apple is envied and copied by other companies. But getting it wrong is a big risk.,1.0
2126,2018-08-07,"Gatekeepers or Censors? How Tech Manages Online Speech : The rules that Apple, Google, Facebook and Twitter follow in their roles as arbiters of online speech are often vague. Critics say they are arbitrary.",1.0
2129,2018-08-13,"Foxconn Is Feeling the Sag in Smartphone Sales. Apple? Not So Much. : The world’s biggest contract electronics manufacturer has recorded two straight quarters of declining profits, as smartphone sales stagnate.",0.0
2131,2018-08-14,Turkish President Calls for Boycott of U.S. Electronics Including the iPhone : The remarks by President Recep Tayyip Erdogan come as the country grapples with a worsening economic crisis and a widening diplomatic dispute with the United States.,0.0
2130,2018-08-17,"Alexa vs. Siri vs. Google: Which Can Carry on a Conversation Best? : Digital assistants from Amazon, Apple and Google can only have meager back-and-forth exchanges with us. Listen to how that tells us something about where they’re going in the future.",1.0
2140,2018-08-21,"Apple Buys Rights to Series Based on New York Times Climate Change Article : The article by Nathaniel Rich, published in The New York Times Magazine this month, detailed how a group of scientists, activists and politicians tried to stop climate change.",1.0
2148,2018-08-22,"Help a Fellow Mac User With Remote Tech Support : Just like Windows users, Mac owners have ways to share and control another computer over the internet to give a quick assist online.",1.0
2142,2018-08-23,"Top C.E.O.s Denounce Trump Immigration Policy as Threat to U.S. Economy : Timothy D. Cook of Apple, Ginni Rometty of IBM and dozens of other C.E.O.s said new guidelines and practices were hindering skilled foreign workers and harmful to economic growth.",0.0
2145,2018-08-27,"‘Sharp Objects’ Finale Recap: Good Apple, Bad Tree : The HBO mini-series concluded Sunday night by reminding us, yet again, that there is something rotten at the core of the Crellin clan.",0.0
2146,2018-08-28,"A look at the latest G.D.P. report; Google's philanthropy; Apple's gravity-defying growth. : This week:  Jeff Sommer with Catherine Rampell on the G.D.P. report, Stephanie Strom on Google’s philanthropy, Steve Lohr on Apple’s gravity-defying growth, and Paul Lim on stock and bond divergence.",1.0
2147,2018-08-28,NYT: David Pogue for 06/27/2007 : This week: The Apple iPhone.,1.0
2139,2018-08-29,"The Long, Monstrous Reign of the Red Delicious Apple Is Ending : After more than 50 years as America’s most-grown apple, the fruit is expected to be unseated this year as consumers seek crisper, sweeter alternatives.",0.0
2165,2018-09-04,"Amazon Hits $1,000,000,000,000 in Value, Following Apple : Apple became the first public company to be worth $1 trillion. Amazon hit the same milestone a month later, but the reasons for the e-commerce titan’s rise are more complicated.",2.0
2156,2018-09-06,"Apple’s Takeover of Shazam Is Cleared by European Regulators : The European Union, which has emerged as the world’s toughest overseer of technology, said the deal did not pose any threat to competition.",1.0
2164,2018-09-07,"Genoa, Morocco, Apple: Your Friday News Briefing : Here’s what you need to know to start your day.",1.0
2157,2018-09-08,Alex Jones’s Infowars Is Removed From Apple’s App Store : The elimination leaves Mr. Jones with a dearth of avenues to reach a mainstream audience.,0.0
2158,2018-09-09,"U.S.-European Trade Talks Resume, and New Apple Devices Are Unveiled : Also this week, a Census Bureau report will give a snapshot of median household income, a climate summit is set for San Francisco and the European Central Bank meets.",1.0
2172,2018-09-11,"New iPhones Are Coming. Here’s How to Save on an Upgrade. : With Apple expected to introduce pricier and bigger-screen iPhones this week, here are a few tips on how to upgrade your device without breaking the bank.",1.0
2167,2018-09-12,"Apple Unveils Bigger iPhones at Higher Prices, and a Heart-Tracking Watch : Apple showed new smartphones — including its biggest ever — for higher prices, and upgraded its smart watches so they become more of a health device.",0.0
2166,2018-09-14,"The Week in Tech: Apple’s Watch Steals the Show : Apple held its annual iPhone event, but its watch wowed the industry. Plus, Google is in for a tougher time in Washington.",1.0
2174,2018-09-16,"Walmart Finally Makes It to the Big Apple : For years, the giant retailer faced political resistance in New York City, but now it has a foothold through its e-commerce site, Jet.com, which is starting a new push.",2.0
