Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2018-01-22T14:41:25+0000,Managing an iPad’s Battery Use,Apple says its tablets did not get the same “power management” software that slowed down many iPhone models so iPads do not get the battery discount.,"Q. Is Apple also slowing down older iPads? If so, will it replace batteries at a reduced rate?",Apple says its tablets did not get the same “power management” software that slowed down many iPhone models so iPads do not get the battery discount.,The New York Times,https://www.nytimes.com/2018/01/22/technology/personaltech/apple-ipad-battery.html
2018-01-22T21:07:22+0000,"Bonuses Aside, Tax Law’s Trickle-Down Impact Not Yet Clear",Companies are announcing bonuses as a result of the tax cuts but it remains to be seen how much of that money will filter through to workers in the years to come.,WASHINGTON — There are good ways to start measuring how much the Trump tax cuts might be helping American workers. Tracking the bonus announcements flowing from corporations is not one of them.,Companies are announcing bonuses as a result of the tax cuts but it remains to be seen how much of that money will filter through to workers in the years to come.,The New York Times,https://www.nytimes.com/2018/01/22/us/politics/bonuses-tax-laws-trump-impact.html
2018-01-24T11:37:41+0000,E.U. Fines Qualcomm $1.2 Billion Over Apple Deal,Regulators said the giant American chip maker had offered financial incentives to ensure manufacturers bought equipment solely from the company.,"European antitrust officials hammered Qualcomm with a $1.2 billion fine on Wednesday, saying the American chip maker, whose technology underpins much of the world’s mobile phone industry, had abused its dominant market position to squeeze out competitors.",Regulators said the giant American chip maker had offered financial incentives to ensure manufacturers bought equipment solely from the company.,The New York Times,https://www.nytimes.com/2018/01/24/business/eu-qualcomm-fine-antitrust.html
2018-01-31T18:36:52+0000,Your iPhone Slowed Down. Here’s What to Do When the Solution Is Just as Slow.,"Apple has offered to replace the batteries of iPhones that have slowed down. But people are facing long waits for new batteries, so we came up with some alternatives.","When Kathryn Schipper discovered in December that her iPhone had slowed down because it needed a new battery, she unknowingly walked into the middle of a growing Apple controversy — and is now mired in the continuing fallout.","Apple has offered to replace the batteries of iPhones that have slowed down. But people are facing long waits for new batteries, so we came up with some alternatives.",The New York Times,https://www.nytimes.com/2018/01/31/technology/personaltech/iphone-battery-slowing-down.html
2018-01-31T10:00:26+0000,Tackling the Internet’s Central Villain: The Advertising Business,"From Russian propaganda to tech addiction, the incentives and excesses of the digital ad business are the cause of much of what ails online discourse.","Pretend you are the lead detective on a hit new show, “CSI: Terrible Stuff on the Internet.” In the first episode, you set up one of those crazy walls plastered with headlines and headshots, looking for hidden connections between everything awful that’s been happening online recently.","From Russian propaganda to tech addiction, the incentives and excesses of the digital ad business are the cause of much of what ails online discourse.",The New York Times,https://www.nytimes.com/2018/01/31/technology/internet-advertising-business.html
2018-01-31T17:47:41+0000,"A ‘Gadget Junkie,’ Wearing His Tech and Covering Deals","Andrew Ross Sorkin, DealBook columnist and all-day wearer of AirPods headphones, talks about the technology he uses for work and in his life.","How do New York Times journalists use technology in their jobs and in their personal lives? Andrew Ross Sorkin, DealBook columnist for The Times, discussed the tech he’s using.","Andrew Ross Sorkin, DealBook columnist and all-day wearer of AirPods headphones, talks about the technology he uses for work and in his life.",The New York Times,https://www.nytimes.com/2018/01/31/technology/personaltech/encrypted-messaging-relationship-science.html
2018-01-31T11:12:06+0000,Listen to ‘The Daily’: Trump Appeals for Unity,The president largely steered clear of divisive rhetoric in his first State of the Union address. But his stories of everyday heroes illustrate a nationalist message.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The president largely steered clear of divisive rhetoric in his first State of the Union address. But his stories of everyday heroes illustrate a nationalist message.,The New York Times,https://www.nytimes.com/2018/01/31/podcasts/the-daily/trump-sotu.html
2018-01-31T01:35:09+0000,What Companies Are Doing With Their Savings From the Tax Law,"The tax overhaul has prompted hundreds of employers, including at least 40 members of the Standard & Poor’s 500-stock index, to pass on savings to workers.","The tax overhaul has prompted hundreds of employers, including at least 40 members of the Standard & Poor’s 500-stock index, to pass on savings to workers.","The tax overhaul has prompted hundreds of employers, including at least 40 members of the Standard & Poor’s 500-stock index, to pass on savings to workers.",The New York Times,https://www.nytimes.com/interactive/2018/business/dealbook/tax-savings-benefits.html
2018-01-31T11:03:38+0000,"After Era That Made It a Verb, Xerox, in a Sale, Is Past Tense",The American company pioneered office copy machines and the graphic interface used by today’s computers. It will combine operations with Fujifilm.,"When Xerox introduced its popular copying machines in 1959, their wizardry was considered as high tech as the iPhone when Steve Jobs presented it to the world almost 50 years later.",The American company pioneered office copy machines and the graphic interface used by today’s computers. It will combine operations with Fujifilm.,The New York Times,https://www.nytimes.com/2018/01/31/business/dealbook/xerox-fujifilm.html
2018-01-31T10:06:59+0000,Stormy Daniels Deflects Jimmy Kimmel’s Questions on Rumored Trump Affair,The former pornographic-film actress strongly implied that she had not written a denial letter refuting allegations of an affair with President Trump.,"Welcome to Best of Late Night, a rundown that lets you sleep — and lets us get paid to watch comedy. What do you think of it? What else are you interested in? Let us know: thearts@nytimes.com.",The former pornographic-film actress strongly implied that she had not written a denial letter refuting allegations of an affair with President Trump.,The New York Times,https://www.nytimes.com/2018/01/31/arts/television/stormy-daniels-jimmy-kimmel-denial.html
2018-01-31T15:00:12+0000,"‘House of Cards’ Resumes Production, With Diane Lane and Greg Kinnear","The two actors will join Robin Wright for the political thriller’s final season, after Kevin Spacey was fired over allegations of sexual misconduct.",Kevin Spacey is out. Diane Lane and Greg Kinnear are in.,"The two actors will join Robin Wright for the political thriller’s final season, after Kevin Spacey was fired over allegations of sexual misconduct.",The New York Times,https://www.nytimes.com/2018/01/31/business/media/house-of-cards-diane-lane-greg-kinnear.html
2018-01-31T23:48:49+0000,Microsoft Sales Lifted by Cloud Computing,"The company’s shift to providing cloud services continues to pay off, as its revenue rose to $28.92 billion last quarter.",SEATTLE — Microsoft has spent years adjusting its business to reflect a shift from traditional software sales to cloud computing services delivered over the internet.,"The company’s shift to providing cloud services continues to pay off, as its revenue rose to $28.92 billion last quarter.",The New York Times,https://www.nytimes.com/2018/01/31/technology/microsoft-cloud-computing.html
2018-01-31T02:44:00+0000,2018 State of the Union Fact Check," Times Reporters weigh in on the facts, falsehoods and statements that need context from Donald Trump's first State of the Union","Reporters from The New York Times checked the facts, falsehoods and statements in need of context from President Trump’s first State of the Union address. Watch a replay along with real time analysis here, and read an annotated transcript of the speech. "," Times Reporters weigh in on the facts, falsehoods and statements that need context from Donald Trump's first State of the Union",The New York Times,https://www.nytimes.com/2018/01/30/us/politics/fact-check-sotu.html
2018-02-06T18:45:42+0000,Thawing a Frozen Apple TV App,"If a tvOS app stops working on your Apple TV, you can force it to quit without having to reboot the set-top box.","Q. I have one app on my fourth-generation Apple TV that freezes every once in a while, and the only way I can get out of it is to unplug the whole Apple TV box. Is there an easier way to get back to the home screen?","If a tvOS app stops working on your Apple TV, you can force it to quit without having to reboot the set-top box.",The New York Times,https://www.nytimes.com/2018/02/06/technology/personaltech/frozen-apple-tv-app.html
2018-02-02T00:46:23+0000,Amazon and Apple Gush Over Holiday Sales,The tech giants singled out booming results from their devices in their quarterly financial results.,"SEATTLE — For Apple and Amazon, the holidays are the time to shine, the period when shoppers have the greatest appetite to buy their devices and, in Amazon’s case, anything else that can be stuffed into a box and delivered to homes.",The tech giants singled out booming results from their devices in their quarterly financial results.,The New York Times,https://www.nytimes.com/2018/02/01/technology/amazon-apple-holiday-sales.html
2018-02-06T13:30:22+0000,Apple’s HomePod Has Arrived. Don’t Rush to Buy It.,"It couldn’t hail an Uber, answer a cooking question or learn music preferences. Here’s why it may not be the right time to buy Apple’s new smart speaker.","On my second day with Apple’s new HomePod, I asked the artificially intelligent speaker to play some music. Siri, the virtual assistant that powers HomePod, enthusiastically replied, “O.K., let’s get going with some Dashboard Confessional.”","It couldn’t hail an Uber, answer a cooking question or learn music preferences. Here’s why it may not be the right time to buy Apple’s new smart speaker.",The New York Times,https://www.nytimes.com/2018/02/06/technology/personaltech/apple-homepod-review.html
2018-02-09T14:00:01+0000,"Farhad’s Week in Tech: HomePod Whiffs, but Elon Musk Does Not","In this week’s tech newsletter, a look at Apple’s new smart speaker, the Waymo vs. Uber trial and a billionaire’s rocket (plus his cherry red convertible).","Each Friday, Farhad Manjoo, The Times’s technology columnist, reviews the week’s news, offering analysis (and maybe a joke or two) about the most important developments in the tech industry. Want this newsletter in your inbox? Sign up here.","In this week’s tech newsletter, a look at Apple’s new smart speaker, the Waymo vs. Uber trial and a billionaire’s rocket (plus his cherry red convertible).",The New York Times,https://www.nytimes.com/2018/02/09/technology/farhad-week-tech-homepod-elon-musk.html
2018-02-06T10:00:17+0000,What I Learned from Watching My iPad’s Slow Death,"Nothing reveals the curious disposability of consumer technology more than this feeble, aging device.","My old iPad just turned five, and it’s starting to die. If it could wonder about such things, it might question this prognosis. Its memory, after all, still retrieves information as quickly as it ever did. Its face hasn’t aged a day, projecting as vividly as it did in 2012, when Apple called it “stunning” and “gorgeous.” It hasn’t suffered vision loss; the camera still works. The touch-screen works. Buttons work. Speaker, headphone jack, charging port: All still do what I ask of them. On examination, almost nothing about the device seems to have changed. And yet it’s starting to give up, and so am I.","Nothing reveals the curious disposability of consumer technology more than this feeble, aging device.",The New York Times,https://www.nytimes.com/2018/02/06/magazine/what-i-learned-from-watching-my-ipads-slow-death.html
2018-02-01T12:29:50+0000,"Apple, Alphabet, Amazon Reported Results. Here’s How They Fared: DealBook Briefing","Apple reported record profit and sales, Amazon easily beat expectations, and Google-parent Alphabet posted a loss because of the new tax law.", Good Thursday morning. Here’s what we’re watching:,"Apple reported record profit and sales, Amazon easily beat expectations, and Google-parent Alphabet posted a loss because of the new tax law.",The New York Times,https://www.nytimes.com/2018/02/01/business/dealbook/bitcoin-price-manipulation-bitfinex.html
2018-02-05T10:58:47+0000,Listen to ‘The Daily’: The Trump Economy,"President Trump has claimed credit for a booming U.S. economy. But is it actually booming, and to what extent is he responsible?",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"President Trump has claimed credit for a booming U.S. economy. But is it actually booming, and to what extent is he responsible?",The New York Times,https://www.nytimes.com/2018/02/05/podcasts/the-daily/trump-economy-tax-stock.html
2018-02-09T11:18:49+0000,Listen to ‘The Daily’: Hurricane Maria’s Toll,The Puerto Rican government said that the storm had killed just 64 people. The bodies showing up at morgues across the island told a different story.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The Puerto Rican government said that the storm had killed just 64 people. The bodies showing up at morgues across the island told a different story.,The New York Times,https://www.nytimes.com/2018/02/09/podcasts/the-daily/puerto-rico-hurricane-maria-deaths.html
2018-02-08T11:07:24+0000,Listen to ‘The Daily’: Puerto Rico’s Mental Health Crisis,"More than four months after Hurricane Maria, much of the island is still in shock. At its only suicide prevention hotline, the phones ring constantly.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"More than four months after Hurricane Maria, much of the island is still in shock. At its only suicide prevention hotline, the phones ring constantly.",The New York Times,https://www.nytimes.com/2018/02/08/podcasts/the-daily/hurricane-maria-puerto-rico-mental-health.html
2018-02-01T11:21:16+0000,Listen to ‘The Daily’: The Secret G.O.P. Memo,Republicans say they only want to make public their doubts about the F.B.I. and Justice Department. But the possible fallout has everything to do with the special counsel.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,Republicans say they only want to make public their doubts about the F.B.I. and Justice Department. But the possible fallout has everything to do with the special counsel.,The New York Times,https://www.nytimes.com/2018/02/01/podcasts/the-daily/secret-memo-mueller-russia-investigation.html
2018-02-15T00:44:43+0000,"As the Streaming Wars Heat Up, Ryan Murphy Cashes In",The producer agreed to a $300 million Netflix deal months after Shonda Rhimes signed for $100 million and Apple and Amazon contributed to a manic market.,"The battle between the Hollywood establishment and the streaming-media giants has caused big changes in the entertainment industry in recent months, driving up the prices of major stars and series producers while leaving traditional companies in danger of losing relevance.",The producer agreed to a $300 million Netflix deal months after Shonda Rhimes signed for $100 million and Apple and Amazon contributed to a manic market.,The New York Times,https://www.nytimes.com/2018/02/14/business/media/streaming-wars-ryan-murphy.html
2018-02-14T00:00:00+0000,Apple’s HomePod Is a Good Smart Speaker. But the Mini Is Better for Most People.,"The Apple HomePod is back. Nearly two years after discontinuing the original HomePod, Apple has resurrected the Siri-based smart speaker with minor improvements. Although the second-generation HomePod looks almost identical to the original, the fo...","The Apple HomePod is back. Nearly two years after discontinuing the original HomePod, Apple has resurrected the Siri-based smart speaker with minor improvements. Although the second-generation HomePod looks almost identical to the original, the formula was altered with some subtle design twists and new features, including temperature and humidity sensors, support for spatial audio, and...","The Apple HomePod is back. Nearly two years after discontinuing the original HomePod, Apple has resurrected the Siri-based smart speaker with minor improvements. Although the second-generation HomePod looks almost identical to the original, the formula was altered with some subtle design twists and new features, including temperature and humidity sensors, support for spatial audio, and...",Wirecutter,https://www.nytimes.com/wirecutter/reviews/apple-homepod/
2018-02-14T10:55:06+0000,Listen to ‘The Daily’: Republicans and the Deficit,President Trump has proposed a budget that would add $7 trillion to the federal deficit. Republicans are saying nothing.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,President Trump has proposed a budget that would add $7 trillion to the federal deficit. Republicans are saying nothing.,The New York Times,https://www.nytimes.com/2018/02/14/podcasts/the-daily/republican-party-national-debt.html
2018-02-20T11:08:54+0000,Listen to ‘The Daily’: An Endless War,"Four American soldiers were ambushed by militants in a remote desert in Niger in October. It was all part of a shadowy war going back to the attacks of Sept. 11, 2001.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"Four American soldiers were ambushed by militants in a remote desert in Niger in October. It was all part of a shadowy war going back to the attacks of Sept. 11, 2001.",The New York Times,https://www.nytimes.com/2018/02/20/podcasts/the-daily/american-soldiers-niger.html
2018-02-13T10:50:48+0000,Listen to ‘The Daily’: Democrats’ Identity Crisis,The House minority leader took to the floor for eight hours to protest a spending bill that she now says she wanted to pass. What’s the risk for the party?,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The House minority leader took to the floor for eight hours to protest a spending bill that she now says she wanted to pass. What’s the risk for the party?,The New York Times,https://www.nytimes.com/2018/02/13/podcasts/the-daily/nancy-pelosi-dreamers-democrats.html
2018-02-12T11:30:18+0000,‘The Daily’: Russia at the Olympics,"The country was banned from the Winter Olympics because of a doping scandal, but there are 169 people competing as “Olympic athletes from Russia.”",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"The country was banned from the Winter Olympics because of a doping scandal, but there are 169 people competing as “Olympic athletes from Russia.”",The New York Times,https://www.nytimes.com/2018/02/12/podcasts/the-daily/russia-winter-olympics.html
2018-02-15T11:29:29+0000,Listen to ‘The Daily’: Trump’s Immigration Plan,The president wants merit-based migration. But what counts as merit? We also report on the shooting at a Florida school in which at least 17 people died.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The president wants merit-based migration. But what counts as merit? We also report on the shooting at a Florida school in which at least 17 people died.,The New York Times,https://www.nytimes.com/2018/02/15/podcasts/the-daily/trump-immigration-parkland-school-shooting.html
2018-02-19T11:07:35+0000,"Listen to ‘The Daily’: The Russia Indictment, and the Trump Response",The special counsel’s charges against 13 Russians reveal a sophisticated plot to turn Americans against one another — one that seems to still be working.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The special counsel’s charges against 13 Russians reveal a sophisticated plot to turn Americans against one another — one that seems to still be working.,The New York Times,https://www.nytimes.com/2018/02/19/podcasts/the-daily/russia-indictment-trump.html
2018-02-16T11:47:37+0000,Listen to ‘The Daily’: The Gun Behind So Many Mass Shootings,"The AR-15 assault rifle used in Parkland, Fla., this week was purchased legally, officials said. How did a weapon designed for warfare become easier to buy than a handgun?",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"The AR-15 assault rifle used in Parkland, Fla., this week was purchased legally, officials said. How did a weapon designed for warfare become easier to buy than a handgun?",The New York Times,https://www.nytimes.com/2018/02/16/podcasts/the-daily/florida-shooting-ar-15.html
2018-02-19T14:00:18+0000,Finding Closed-Caption Content Online,Many streaming video providers offer movies and television shows with embedded text descriptions for those who cannot hear the words being spoken.,"Q. How do I find English-language content with English-language subtitles? I am hard of hearing and lots of content, principally movies, will have subtitles in every language under the sun, except English.",Many streaming video providers offer movies and television shows with embedded text descriptions for those who cannot hear the words being spoken.,The New York Times,https://www.nytimes.com/2018/02/19/technology/personaltech/closed-caption-content-online.html
2018-02-28T14:40:17+0000,Should You Get a Cheaper Phone? Be Sure to Look Into the Camera,"The most popular smartphones can cost $700 or more. But for roughly $200, you can have a model that isn’t cutting edge but is plenty capable.",The evolution of the smartphone can be summed up by two trends: Phones just keep getting bigger. They are also getting pricier.,"The most popular smartphones can cost $700 or more. But for roughly $200, you can have a model that isn’t cutting edge but is plenty capable.",The New York Times,https://www.nytimes.com/2018/02/28/technology/personaltech/cheaper-smartphone.html
2018-02-27T10:01:13+0000,How Tiny Red Dots Took Over Your Life,Technologists are starting to fret that their creations are too addictive. They could start by doing something about the dots.,"As the ranks of tech-industry critics have expanded, it has become harder to tell what common ground they occupy. Across various political divides, there is a sense that Facebook, Twitter and Google exert too much influence on the national discourse; closely connected to this is the widespread concern that we users have developed an unhealthful relationship with our phones, or with the apps on them. But on any more specific claim than that, consensus becomes impossible. The sudden arrival of a new class of tech skeptic, the industry apostate, has only complicated the discussion. Late last year, the co-inventor of the Facebook “like,” Justin Rosenstein, called it a “bright ding of pseudopleasure”; in January, the investment firm Jana Partners, a shareholder in Apple, wrote a letter to the company warning that its products “may be having unintentional negative consequences.”",Technologists are starting to fret that their creations are too addictive. They could start by doing something about the dots.,The New York Times,https://www.nytimes.com/2018/02/27/magazine/red-dots-badge-phones-notification.html
2018-02-26T10:00:32+0000,Claiming the Title of United States Marine,"In his brutally honest memoir, “Eat the Apple,” Matt Young grapples with his experiences in the corps.",EAT THE APPLE A Memoir By Matt Young 251 pp. Bloomsbury. $26.,"In his brutally honest memoir, “Eat the Apple,” Matt Young grapples with his experiences in the corps.",The New York Times,https://www.nytimes.com/2018/02/26/books/review/eat-the-apple-matt-young.html
2018-02-21T15:10:44+0000,"In an Era of ‘Smart’ Things, Sometimes Dumb Stuff Is Better",It can be tempting to hook up everything you love to the internet. But take a moment to appreciate some of the objects that can remain unplugged.,"It still feels magical to light up your living room by saying “Alexa, turn on the lights.” But with all the hype surrounding so-called smart things — everyday devices that are connected to the internet — it’s easy to forget that sometimes the dumb stuff is just better.",It can be tempting to hook up everything you love to the internet. But take a moment to appreciate some of the objects that can remain unplugged.,The New York Times,https://www.nytimes.com/2018/02/21/technology/personaltech/smart-things-dumb-stuff.html
2018-02-26T13:32:33+0000,Will Buffett’s Bet on Apple Work Out?: DealBook Briefing,"Warren Buffett’s annual letter showed that Berkshire Hathaway had substantially increased its stake in Apple. The wager has done pretty well, but will it continue to outperform?", Good Monday. Here’s what we’re watching:,"Warren Buffett’s annual letter showed that Berkshire Hathaway had substantially increased its stake in Apple. The wager has done pretty well, but will it continue to outperform?",The New York Times,https://www.nytimes.com/2018/02/26/business/dealbook/warren-buffett-berkshire-hathaway.html
2018-02-25T20:56:09+0000,"Hulu Puts Up a Fight Against Netflix, Amazon and Apple","After “The Handmaid’s Tale” made it a player, Hulu has another ambitious show in “The Looming Tower.” But merger mania makes for a murky future.","Lawrence Wright was reluctant to adapt “The Looming Tower,” his Pulitzer Prize-winning history of Al Qaeda and the run-up to 9/11. But it wasn’t lost on him that the number of deals for scripted series was rapidly increasing each year — a development that went along with the sudden rise of the streaming industry.","After “The Handmaid’s Tale” made it a player, Hulu has another ambitious show in “The Looming Tower.” But merger mania makes for a murky future.",The New York Times,https://www.nytimes.com/2018/02/25/business/media/hulu-puts-up-a-fight-against-netflix-amazon-and-apple.html
2018-02-28T11:11:26+0000,Listen to ‘The Daily’: Guns and the Midterm Elections,Will gun control be a dominant topic in races across the U.S.?,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,Will gun control be a dominant topic in races across the U.S.?,The New York Times,https://www.nytimes.com/2018/02/28/podcasts/the-daily/gun-control-midterm-elections.html
2018-02-23T11:31:22+0000,Listen to ‘The Daily’: Mental Health and Mass Shootings,"President Trump has focused on mental health, rather than weapons, after the mass shooting in Florida. But mental illness is rarely the cause of gun violence.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"President Trump has focused on mental health, rather than weapons, after the mass shooting in Florida. But mental illness is rarely the cause of gun violence.",The New York Times,https://www.nytimes.com/2018/02/23/podcasts/the-daily/gun-access-mentally-ill.html
2018-02-26T11:15:42+0000,Listen to ‘The Daily’: CPAC in the #MeToo Era,"President Trump’s vision dominated the Conservative Political Action Conference, and, as one woman learned, there was little room for alternative views.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"President Trump’s vision dominated the Conservative Political Action Conference, and, as one woman learned, there was little room for alternative views.",The New York Times,https://www.nytimes.com/2018/02/26/podcasts/the-daily/cpac-mona-charen.html
2018-02-21T11:04:30+0000,Listen to ‘The Daily’: Russian Trolls’ Favorite Weapon,The indictment secured by the special counsel makes it clear that Facebook was used extensively in the campaign to disrupt the 2016 election. How did Russia do it?,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,The indictment secured by the special counsel makes it clear that Facebook was used extensively in the campaign to disrupt the 2016 election. How did Russia do it?,The New York Times,https://www.nytimes.com/2018/02/21/podcasts/the-daily/facebook-russia-trump.html
2018-03-06T15:08:24+0000,An Oregon Mill Town Learns to Love Facebook and Apple,"New “hyperscale” data centers from the tech giants, part of a wave of global development, helped lead Prineville to a path of recovery.","PRINEVILLE, ORE. — A decade ago, when five shuttered sawmills and 20 percent unemployment defined Crook County, Ore., nobody envisioned that the path to recovery would be tied to Facebook and Apple.","New “hyperscale” data centers from the tech giants, part of a wave of global development, helped lead Prineville to a path of recovery.",The New York Times,https://www.nytimes.com/2018/03/06/business/apple-facebook-data-center.html
2018-03-02T21:19:34+0000,A Marine’s Inventive Memoir,"Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”",Subscribe: iTunes | Google Play Music,"Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”",The New York Times,https://www.nytimes.com/2018/03/02/books/review/matt-young-eat-the-apple-memoir.html
2018-03-02T21:16:24+0000,A Marine’s Inventive Memoir,"Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”","Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”","Matt Young discusses “Eat the Apple,” and A. O. Scott talks about Martin Amis’s “The Rub of Time.”",The New York Times,https://www.nytimes.com/audio/2018/03/02/books/review/04podcast-inline.html
2018-03-08T11:27:47+0000,Listen to ‘The Daily’: Trump’s Tariffs,President Trump said that protections on steel and aluminum imports were in the interest of national security. But could the threat be the tariffs themselves?,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,President Trump said that protections on steel and aluminum imports were in the interest of national security. But could the threat be the tariffs themselves?,The New York Times,https://www.nytimes.com/2018/03/08/podcasts/the-daily/trump-steel-aluminum-tariffs.html
2018-03-02T11:35:52+0000,Listen to ‘The Daily’: ‘I Don’t Think I Can Do Anything to Fix It’,"Representative Tom Rooney, a Florida Republican, talks about the Russia investigation, gun control and his decision not to run for re-election.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"Representative Tom Rooney, a Florida Republican, talks about the Russia investigation, gun control and his decision not to run for re-election.",The New York Times,https://www.nytimes.com/2018/03/02/podcasts/the-daily/tom-rooney-trump-washington.html
2018-03-05T11:23:38+0000,Listen to ‘The Daily’: The Day Their Childhood Ended,"“I feel broken, I feel defeated. Right now on my mind, it’s not going to be fine.” Six students at Stoneman Douglas High School in Parkland, Fla., spoke to a Times reporter.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"“I feel broken, I feel defeated. Right now on my mind, it’s not going to be fine.” Six students at Stoneman Douglas High School in Parkland, Fla., spoke to a Times reporter.",The New York Times,https://www.nytimes.com/2018/03/05/podcasts/the-daily/florida-shooting-parkland-stoneman-douglas.html
2018-03-01T11:36:42+0000,Listen to ‘The Daily’: Trump vs. the N.R.A.,"The president stunned lawmakers with calls for gun control. Also, Hope Hicks, the White House communications director, is to step down.",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"The president stunned lawmakers with calls for gun control. Also, Hope Hicks, the White House communications director, is to step down.",The New York Times,https://www.nytimes.com/2018/03/01/podcasts/the-daily/trump-nra-hope-hicks.html
2018-03-09T14:00:05+0000,Closed Captions You Can Actually See,"If you have trouble reading the descriptive text on screen, you might be able to adjust the size, color and font in your app or device settings.","Q. Now that I’ve figured out how to turn on closed captions, how can I make the text for them bigger?","If you have trouble reading the descriptive text on screen, you might be able to adjust the size, color and font in your app or device settings.",The New York Times,https://www.nytimes.com/2018/03/09/technology/personaltech/closed-captions-size.html
2018-03-06T10:48:10+0000,Listen to ‘The Daily’: Introducing ‘Change Agent’,"The New York Times has a new five-part podcast series that tries to solve a real-life problem with a surprising story. Today, we share the episode “Boy Problem.”",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"The New York Times has a new five-part podcast series that tries to solve a real-life problem with a surprising story. Today, we share the episode “Boy Problem.”",The New York Times,https://www.nytimes.com/2018/03/06/podcasts/the-daily/change-agent.html
2018-03-07T11:01:27+0000,Listen to ‘The Daily’: North Korea Reaches Out,South Korea says that the North is willing to talk about dismantling its atomic arsenal. What happened to the threat of nuclear war?,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,South Korea says that the North is willing to talk about dismantling its atomic arsenal. What happened to the threat of nuclear war?,The New York Times,https://www.nytimes.com/2018/03/07/podcasts/the-daily/north-korea-nuclear-weapons.html
2018-03-15T18:50:51+0000,"With One Battle Over, a Bigger One Looms for Qualcomm: Apple","Resolving its fee dispute with Apple could raise Qualcomm’s share price above what it would have been under a Broadcom takeover, a major shareholder reasons.","Few investors had more at stake in Broadcom’s $117 billion hostile takeover bid for the chip maker Qualcomm than Jerome L. Dodson, the founder and chief executive of Parnassus Investments in San Francisco, and chief portfolio manager for the Parnassus Endeavor mutual fund.","Resolving its fee dispute with Apple could raise Qualcomm’s share price above what it would have been under a Broadcom takeover, a major shareholder reasons.",The New York Times,https://www.nytimes.com/2018/03/15/business/with-one-battle-over-a-bigger-one-looms-for-qualcomm-apple.html
2018-03-16T19:20:23+0000,Qualcomm Needs a Mediator More Than a Buyer,"The real key to increasing Qualcomm’s value is mending its rift with Apple, not coming up with a buyout.","Call it cheeky, sentimental or delusional, but Paul Jacobs’s idea of making an offer for Qualcomm, the company he chaired until this month, is certainly daring. The chip maker only just wiggled out from under a takeover offer from rival Broadcom. What Qualcomm really needs is less a buyer and more a mediator.","The real key to increasing Qualcomm’s value is mending its rift with Apple, not coming up with a buyout.",The New York Times,https://www.nytimes.com/2018/03/16/business/dealbook/qualcomm-apple-mediator.html
